,SMAPE,MASE,OWA,MAE,RMSE
Q2944,34.043363208275174,14.569018680533183,39.859091842628914,3172.4781494140625,3174.191341167774
Q2945,37.14317506995575,15.274737904588598,43.31763072140937,3422.7882080078125,3424.643446778687
Q2946,14.689679511243192,3.1642365437874567,5.94979877406352,1423.3345947265625,1459.1008272687916
Q2947,55.28968338145428,20.18854249251764,23.16129398982528,4884.4219970703125,4886.415244083485
Q2948,29.190865913049528,2.325485681979817,2.19577869173158,2429.420654296875,2534.4986779508317
Q2949,23.127617547831985,6.6091946899655305,8.593542937511556,1996.5686645507808,2013.3989817511256
Q2950,42.89081278465567,14.068489501953126,38.95532365422386,3517.122375488281,3518.696122835436
Q2951,2.7641891102578118,0.8336731734829587,1.0457694707688323,258.749755859375,307.86154945766106
Q2952,9.621425992926056,3.27178531629664,4.40049805718016,969.315673828125,980.0137561125792
Q2953,42.3455238260168,5.78510325691412,10.813745980597083,4657.4600830078125,4687.416933881655
Q2954,77.11205091427476,17.21073439172556,23.987569196068595,7161.720520019531,7173.062238513242
Q2955,32.20838063880957,10.311635582469334,23.385394737319142,3152.414306640625,3155.420627918328
Q2956,33.2755351188303,2.8876871906047032,2.271997616208262,2676.709228515625,2782.0825962172808
Q2957,39.11113964811058,12.88685772482152,39.20218449419238,3251.9907836914062,3254.470746689707
Q2958,22.737397126915827,8.561290976009376,8.61217183497908,228.27197265625,228.66513612226112
Q2959,23.25391593799702,7.45382767195554,14.335313500953475,2295.3056640625,2304.6173318093524
Q2960,14.518755433498914,3.4499411693076243,2.950008749456842,1353.37451171875,1380.0171705947748
Q2961,16.850764284822617,4.088641143355031,7.667933266777567,178.34408569335938,180.25016546634475
Q2962,19.991312208216105,9.352402623147992,8.292039837982426,1889.35693359375,1895.5259272797184
Q2963,53.68401296104904,18.98424591375857,47.31319815876728,4710.015441894531,4711.516523608517
Q2964,45.23256713961065,17.468985092330495,66.07490670693882,3932.6263427734375,3933.33872129802
Q2965,25.714925934616076,12.813837577026108,23.74511231296082,2463.394897460937,2466.349305073495
Q2966,17.641270249716207,2.129211377765696,1.4343450740789236,1436.13134765625,1581.3675654684296
Q2967,26.24251738988159,10.459424020664926,13.385490648149243,2368.312438964844,2371.339976909124
Q2968,3.719168840562524,1.1809971321761876,1.448736836479299,37.2857666015625,40.30579836646049
Q2969,6.442082173495494,2.014153906183949,8.259374781768358,607.7401123046875,613.7557941964466
Q2970,42.38640530130969,11.411889497266834,20.052205819357734,4095.600341796875,4108.539990189931
Q2971,48.50132775795994,7.323654604284439,13.999406515038974,5769.094482421875,5789.54099722123
Q2972,15.777729234484,7.2184500151699025,8.83305118494162,1517.34765625,1526.2331604074682
Q2973,47.06955501598424,6.487766162973179,8.10271681728983,5329.091674804688,5416.7865597367845
Q2974,3.395920853528436,1.46827092863614,1.5479558369375503,325.583251953125,381.34918857195294
Q2975,54.13035562828834,18.6135286206642,45.2412443437435,4799.4630126953125,4801.138930056663
Q2976,47.97128765224074,13.06983463180213,16.50327574081882,4083.656494140625,4102.916505030132
Q2977,29.539253586930712,8.024894431946425,11.551915898210936,2520.6552734375,2533.554174970071
Q2978,37.99671862246229,9.47080285163479,13.546275268410607,3246.223693847656,3251.2092210227943
Q2979,7.682861570346636,2.5264179932070534,7.448452652459174,777.86279296875,785.4100467916593
Q2980,17.89664392074793,5.63658996326654,13.655948104905477,1649.5653076171875,1651.715893864907
Q2981,16.512306113504014,6.733237485176833,13.826052618809875,174.72064208984375,174.93871147431815
Q2982,39.83274813636476,14.96644379960125,65.8579334786484,3597.531005859375,3597.9757363211024
Q2983,26.74812855427564,12.642811064393152,45.73645783582653,2520.8217163085938,2521.91335075318
Q2984,41.777528292648746,16.454701545281935,61.607263913276725,3699.334106445313,3700.2935523693873
Q2985,22.44398288174493,8.66788330078125,15.109761037542782,2036.9525756835935,2041.6536974403275
Q2986,31.871247367417062,2.9628223138972625,1.7693853163208966,2522.933898925781,2677.9456874601246
Q2987,52.41456483358951,18.62243839696076,57.6872559623943,4466.019714355469,4467.485391372833
Q2988,18.19808177099141,7.453020032457292,21.69457602700286,1680.8228759765625,1681.2908599135228
Q2989,20.24606719490304,7.3066969198713885,7.214550802650816,1877.3848876953125,1883.2676204064132
Q2990,52.374021969590736,17.30424540272712,42.78239771636157,4447.4493408203125,4449.742281234825
Q2991,8.975104332075801,2.8950878539501588,8.754613026561962,834.1741943359375,838.2515468016426
Q2992,34.999137105412906,10.028589198616965,24.90813364474986,3354.4607543945312,3359.4938716214083
Q2993,66.61078750024049,2.029217721933424,0.8733447476043383,1088.725343322754,1354.524799518182
Q2994,86.2896771858401,3.594387676694596,2.6004855652695955,3977.361545410157,4083.388830320368
Q2995,38.972158409036425,12.42520740814127,19.926689604665217,3454.949462890625,3458.233377109991
Q2996,25.72146417413793,10.101646521935097,19.01907774437546,2345.0250854492188,2348.747857471709
Q2997,55.98454263595081,19.52833153546483,44.4620772787585,4828.7054443359375,4831.383333225478
Q2998,3.165615967809801,1.4915069922972262,0.9784563096037716,325.087646484375,383.4228465848605
Q2999,23.56735926256146,8.456952436942174,6.663745449888795,228.42401123046875,229.5211645413345
Q3000,9.300548930933507,3.4455569959573022,5.306577983890277,926.9793701171876,937.8916132262146
Q3001,28.530190117786447,11.655621086510244,13.591738548419482,2639.911193847656,2654.7699266958366
Q3002,11.811990823795472,3.6252731112471888,4.219153099771821,1151.5791015625,1169.3812733216375
Q3003,62.38412789786538,7.130946538814983,34.28936888996428,715.4231262207031,715.6398439966533
Q3004,29.536500087356263,7.791669876221844,11.185933205584298,2864.6561279296875,2876.016130757934
Q3005,38.71817012225836,14.99891761695327,30.924508175789875,3640.035827636719,3643.3014666244912
Q3006,49.37068542837222,16.162409923558172,11.107725383522848,4733.833557128906,4771.507057671549
Q3007,17.88176495890666,4.98294021817133,51.14413618336636,1588.9629516601562,1589.4270495931949
Q3008,29.453088833696327,11.387033064850664,18.32700186790214,2625.9892578125,2630.431386330905
Q3009,10.174398205181625,5.975556664433039,12.754194162007492,103.16981506347656,103.47436260401946
Q3010,73.36883280718985,18.697196628590486,35.19083352365293,6938.949401855469,6940.285900747453
Q3011,78.99750598532273,18.985203635521387,50.56850121727064,4130.976898193359,4132.610473741722
Q3012,46.92749603756463,0.969957456844714,0.8300725436047119,4711.615661621094,6645.572614909476
Q3013,79.1638892206671,16.92269858625653,5.6057721763539305,6364.143432617188,6434.340874607042
Q3014,33.74434628667182,3.632296547601384,5.131510021568734,899.6278881835937,938.2289051314184
Q3015,4.889112109289852,1.8691799933557969,1.5818583348749655,454.7962646484375,565.6000102582079
Q3016,5.5119341465836085,0.7303961495818977,0.6005994187713228,172.49401686523436,212.60100232523325
Q3017,18.79248315625767,7.973073085604792,9.862921557210615,266.5311869208984,267.4547607175384
Q3018,7.382991563694379,0.7646992968818169,0.6960804561539985,159.49134771484376,180.50182236506777
Q3019,82.9515728125729,13.331112979180508,12.906564885476271,1407.2673108793947,1421.415889908364
Q3020,39.80476067727394,4.027056188726611,5.307325340310094,1072.1077113964843,1090.8512341892674
Q3021,38.13047927428085,4.7589433298539685,3.2081706995009887,1547.594214941406,1592.1908456532008
Q3022,50.48781968585361,3.4657937765119544,3.4328256700738966,1132.2940361328124,1154.485257844732
Q3023,17.376315567204347,0.5784367183987186,1.2195499430737298,711.9998474121094,869.112774025081
Q3024,48.450501604131176,11.320033814989396,22.29351762917372,1642.384521484375,1644.050801998931
Q3025,109.54633220339822,7.457928381615547,5.276145351571237,12403.576965332031,12884.2800043528
Q3026,87.07256780729765,5.916664224947777,23.660407102531,2109.736572265625,2112.832319246076
Q3027,61.57838133162241,0.842758715728054,1.3628785876783844,543.8069641113282,634.9902301218933
Q3028,27.02954769455977,1.010736019736842,1.3005048794084988,1260.261474609375,1591.2638489568783
Q3029,59.81223927095323,10.90964730623781,14.323470388993652,2173.0838012695312,2183.6120588861545
Q3030,5.618260264071027,0.956889664018872,0.7778731000611319,142.79299926757812,187.39197650492588
Q3031,102.53685288674346,3.782556793060789,1.2696550019501274,1631.0531198120116,1801.328389893836
Q3032,74.5956753927975,5.85238232800512,5.209984839252004,6736.148823242188,7059.276416729409
Q3033,46.03097921892231,11.11483315053907,13.42954578694709,1471.660186767578,1478.7165172801983
Q3034,58.54246522258156,16.42706557457884,20.16880227933449,4860.513171386719,4865.7072463772565
Q3035,48.32760664426283,17.015886261945692,24.92101534685056,2051.8209411621096,2053.029072769049
Q3036,166.6357001490658,7.732768006854091,2.8462695492119043,10501.74598083496,11908.176004588277
Q3037,58.36618812164679,1.0011891720761876,0.966108619910842,3506.3688049316406,4578.512454734285
Q3038,35.07862392835241,1.4377159754178546,0.8257366888568084,2409.8497924804688,2949.11880215796
Q3039,61.95280599099502,2.500514477836428,2.520857253925679,8258.1962890625,8913.108830389538
Q3040,95.78553643066934,11.203553339565053,8.799655974465093,7896.326731445312,8075.249235653769
Q3041,8.977712475584086,0.7037600885438364,1.0538342991620768,231.019775390625,287.16323776919575
Q3042,7.804312556812324,0.5567858093686557,0.4811208323800976,512.7664184570312,772.6370524859201
Q3043,43.127970784952254,1.9258385828367173,1.2278896984301968,1716.465362548828,2224.741270274491
Q3044,39.745743171722125,3.193947394329357,2.8198425164652807,2564.302978515625,2775.7314510755127
Q3045,68.6812124809261,8.418451651577536,2.4433839257922774,1271.1525975341797,1362.978866085869
Q3046,69.69333905093995,6.891353517515821,4.360981359706597,8483.39128173828,8588.59894616873
Q3047,81.26715506292494,2.958235834157638,2.186133027194198,2005.341275024414,2147.8743994490032
Q3048,48.828926618682495,0.9104490835296388,0.9614059201810308,1501.0021545410154,1783.889555588596
Q3049,20.748897462378764,1.769662283846712,3.3779904815295314,316.7035614013672,345.4588441656918
Q3050,17.45792927796908,0.4370926562760721,1.212602764724558,591.9765625,697.8484537692989
Q3051,27.553632415834063,2.350095284362067,3.872280116010391,1833.355529785156,1878.641614991642
Q3052,53.85203339350886,1.986949655727636,1.4652223959466235,1155.657470703125,1334.6225131067026
Q3053,10.487243177391935,0.4054650943232206,0.9045970925797412,1164.0313720703125,1343.2250036536416
Q3054,6.550902051314127,0.4231980915360326,0.6345132046986941,580.6612548828125,674.1656454261189
Q3055,54.85386863283939,4.30198494898568,2.84617184098243,6085.850402832031,6785.027238066578
Q3056,102.51398494399176,7.612509223779648,12.413017839960292,5787.95849609375,5803.004761866843
Q3057,98.27084556161525,4.771741214066937,4.366909565059218,5909.949768066406,6087.431691842227
Q3058,15.019145812168164,0.6427350359687506,0.7611531963182294,1053.5044555664062,1263.788906611048
Q3059,25.03266420190818,0.4238432158460378,0.8446789700182256,230.06716918945312,297.6439353865265
Q3060,116.60988415352224,1.7312481521760898,5.142847579293442,4502.428955078125,4544.718769260121
Q3061,62.51070475621279,0.974676501041734,6.261706468645438,2898.5379638671875,2923.920063649648
Q3062,83.10979659760265,1.121703624558803,1.791430163936568,2649.1851196289062,2855.6448615731565
Q3063,7.951340393231515,0.3654056736840252,0.5570429567885394,116.8493248291016,145.78520481754464
Q3064,23.88248895134862,0.3883240084916833,0.7213020986538483,965.96201171875,1133.3525611493667
Q3065,63.60426550383407,6.043108997635228,4.99227911003936,1731.6657958984376,1795.5010084056803
Q3066,12.126455868527366,1.1258687218196073,2.7600807345363,341.1603579101562,371.6134218263154
Q3067,71.53439400942626,5.93567533825957,2.4202695701492463,3013.86549609375,3343.748325431992
Q3068,113.17400694551824,11.471986514891068,3.9590155262961737,6655.340994140625,6985.320694987605
Q3069,61.67568813086406,5.533756261226614,7.626095503854712,5335.428544921875,5361.772806127328
Q3070,48.39240268240801,0.8892446159458435,0.7167255608331008,1382.9550415039062,1562.3779166703318
Q3071,59.39072722129792,0.9511135157300536,0.7261073779324441,3935.6921997070312,4262.471932636445
Q3072,68.8526182773741,2.388401592933883,1.134399086567667,3159.3644665527345,4057.034979160033
Q3073,70.54950472932995,1.7436157039557594,0.7326797944008421,1367.0169708251956,1993.7839046944337
Q3074,34.76035723983474,1.907364746585024,3.1587746046070797,1967.2847900390625,2016.9143470721551
Q3075,109.78142958393322,18.12503307985307,17.794416995294345,2794.815368652344,2798.995789674065
Q3076,49.31628352179441,6.498587546984601,8.547620389818139,1066.1108380126952,1076.433683048351
Q3077,25.05288742988423,2.103728584222398,1.982510882929508,1087.8332958984374,1145.383461000882
